tstamp,item,correct,actual,grade,totalGrade,maxGrade
"1517068140397","17","b","",0,0,15
"1517068140397","18","17","",0,0,15
"1517068140397","19","29","",0,0,15
"1517068140397","20","15,21",",",0,0,15
"1517068140397","21","14","",0,0,15
"1517068140397","22","3","",0,0,15
"1517068140397","23","14","",0,0,15
"1517068140397","24","b","",0,0,15
"1517068140397","25","29","",0,0,15
"1517068140397","26","a","",0,0,15
"1517068140397","27","23","",0,0,15
"1517068140397","28","62","",0,0,15
"1517068140397","29","17","",0,0,15
"1517068140397","30","6","",0,0,15
"1517068144321","16","a","",0,0,15
"1517068144321","17","b","",0,0,15
"1517068144321","18","17","",0,0,15
"1517068144321","19","29","",0,0,15
"1517068144321","20","15,21",",",0,0,15
"1517068144321","21","14","",0,0,15
"1517068144321","22","3","",0,0,15
"1517068144321","23","14","",0,0,15
"1517068144321","24","b","",0,0,15
"1517068144321","25","29","",0,0,15
"1517068144321","26","a","",0,0,15
"1517068144321","27","23","",0,0,15
"1517068144321","28","62","",0,0,15
"1517068144321","29","17","",0,0,15
"1517068144321","30","6","",0,0,15
"1517071251391","1","13","21",0,11,15
"1517071251391","2","302","302",1,11,15
"1517071251391","3","4","4",1,11,15
"1517071251391","4","a,b","a,b",1,11,15
"1517071251391","5","c","c",1,11,15
"1517071251391","6","b","b",1,11,15
"1517071251391","7","8","8",1,11,15
"1517071251391","8","366","366",1,11,15
"1517071251391","9","b","b",1,11,15
"1517071251391","10","103","202",0,11,15
"1517071251391","11","9","9",1,11,15
"1517071251391","12","5","6",0,11,15
"1517071251391","13","110","110",1,11,15
"1517071251391","14","a","a",1,11,15
"1517071251391","15","a","c",0,11,15
"1517071402304","61","b","b",1,1,15
"1517071402304","62","a","",0,1,15
"1517071402304","63","4","",0,1,15
"1517071402304","64","7","",0,1,15
"1517071402304","65","4","",0,1,15
"1517071402304","66","7","",0,1,15
"1517071402304","67","68","",0,1,15
"1517071402304","68","68","",0,1,15
"1517071402304","69","51","",0,1,15
"1517071402304","70","17","",0,1,15
"1517071402304","71","a,a",",",0,1,15
"1517071402304","72","b","",0,1,15
"1517071402304","73","240","",0,1,15
"1517071402304","74","c,d","",0,1,15
"1517071402304","75","34","",0,1,15
"1517072008521","1","13","13",1,14,15
"1517072008521","2","302","302",1,14,15
"1517072008521","3","4","4",1,14,15
"1517072008521","4","a,b","a,b",1,14,15
"1517072008521","5","c","c",1,14,15
"1517072008521","6","b","b",1,14,15
"1517072008521","7","8","8",1,14,15
"1517072008521","8","366","366",1,14,15
"1517072008521","9","b","b",1,14,15
"1517072008521","10","103","103",1,14,15
"1517072008521","11","9","9",1,14,15
"1517072008521","12","5","6",0,14,15
"1517072008521","13","110","110",1,14,15
"1517072008521","14","a","a",1,14,15
"1517072008521","15","a","a",1,14,15
"1517072403382","1","13","",0,0,15
"1517072403382","2","302","",0,0,15
"1517072403382","3","4","",0,0,15
"1517072403382","4","a,b",",",0,0,15
"1517072403382","5","c","",0,0,15
"1517072403382","6","b","",0,0,15
"1517072403382","7","8","",0,0,15
"1517072403382","8","366","",0,0,15
"1517072403382","9","b","",0,0,15
"1517072403382","10","103","",0,0,15
"1517072403382","11","9","",0,0,15
"1517072403382","12","5","",0,0,15
"1517072403382","13","110","",0,0,15
"1517072403382","14","a","",0,0,15
"1517072403382","15","a","",0,0,15
"1517072740381","5","c","c",1,3,10
"1517072740381","3","4","4",1,3,10
"1517072740381","30","6","2",0,3,10
"1517072740381","19","29","29",1,3,10
"1517072740381","42","10","",0,3,10
"1517072740381","41","11","",0,3,10
"1517072740381","48","41","",0,3,10
"1517072740381","56","2,3",",",0,3,10
"1517072740381","64","7","",0,3,10
"1517072740381","63","4","",0,3,10
"1517073157817","15","a","c",0,2,10
"1517073157817","1","13","13",1,2,10
"1517073157817","27","23","8",0,2,10
"1517073157817","19","29","29",1,2,10
"1517073157817","44","10,945","10,10",0,2,10
"1517073157817","36","b","a",0,2,10
"1517073157817","46","16","56",0,2,10
"1517073157817","60","16","40",0,2,10
"1517073157817","73","240","168",0,2,10
"1517073157817","74","c,d","",0,2,10
"1517078963410","5","c","c",1,3,10
"1517078963410","3","4","4",1,3,10
"1517078963410","30","6","2",0,3,10
"1517078963410","19","29","29",1,3,10
"1517078963410","42","10","",0,3,10
"1517078963410","41","11","",0,3,10
"1517078963410","48","41","",0,3,10
"1517078963410","56","2,3",",",0,3,10
"1517078963410","64","7","",0,3,10
"1517078963410","63","4","",0,3,10
"1517084219119","1","13","13",1,10,15
"1517084219119","2","302","301",0,10,15
"1517084219119","3","4","4",1,10,15
"1517084219119","4","a,b","a,b",1,10,15
"1517084219119","5","c","c",1,10,15
"1517084219119","6","b","b",1,10,15
"1517084219119","7","8","5",0,10,15
"1517084219119","8","366","366",1,10,15
"1517084219119","9","b","b",1,10,15
"1517084219119","10","103","5",0,10,15
"1517084219119","11","9","9",1,10,15
"1517084219119","12","5","6",0,10,15
"1517084219119","13","110","120",0,10,15
"1517084219119","14","a","a",1,10,15
"1517084219119","15","a","a",1,10,15
"1517084440901","1","13","",0,0,15
"1517084440901","2","302","",0,0,15
"1517084440901","3","4","",0,0,15
"1517084440901","4","a,b",",",0,0,15
"1517084440901","5","c","",0,0,15
"1517084440901","6","b","",0,0,15
"1517084440901","7","8","",0,0,15
"1517084440901","8","366","",0,0,15
"1517084440901","9","b","",0,0,15
"1517084440901","10","103","",0,0,15
"1517084440901","11","9","",0,0,15
"1517084440901","12","5","",0,0,15
"1517084440901","13","110","",0,0,15
"1517084440901","14","a","",0,0,15
"1517084440901","15","a","",0,0,15
"1517087500940","1","13","24",0,0,15
"1517087500940","2","302","301",0,0,15
"1517087500940","3","4","",0,0,15
"1517087500940","4","a,b",",",0,0,15
"1517087500940","5","c","",0,0,15
"1517087500940","6","b","",0,0,15
"1517087500940","7","8","",0,0,15
"1517087500940","8","366","",0,0,15
"1517087500940","9","b","",0,0,15
"1517087500940","10","103","",0,0,15
"1517087500940","11","9","",0,0,15
"1517087500940","12","5","",0,0,15
"1517087500940","13","110","",0,0,15
"1517087500940","14","a","",0,0,15
"1517087500940","15","a","",0,0,15
"1517135541297","1","13","32",0,0,15
"1517135541297","2","302","",0,0,15
"1517135541297","3","4","",0,0,15
"1517135541297","4","a,b",",",0,0,15
"1517135541297","5","c","",0,0,15
"1517135541297","6","b","",0,0,15
"1517135541297","7","8","",0,0,15
"1517135541297","8","366","",0,0,15
"1517135541297","9","b","",0,0,15
"1517135541297","10","103","",0,0,15
"1517135541297","11","9","",0,0,15
"1517135541297","12","5","",0,0,15
"1517135541297","13","110","",0,0,15
"1517135541297","14","a","",0,0,15
"1517135541297","15","a","",0,0,15
"1517135608615","2","302","300",0,0,10
"1517135608615","9","b","",0,0,10
"1517135608615","29","17","",0,0,10
"1517135608615","20","15,21",",",0,0,10
"1517135608615","39","2","",0,0,10
"1517135608615","36","b","",0,0,10
"1517135608615","60","16","",0,0,10
"1517135608615","52","22","",0,0,10
"1517135608615","67","68","",0,0,10
"1517135608615","66","7","",0,0,10
"1517141020496","11","9","28",0,2,10
"1517141020496","7","8","15",0,2,10
"1517141020496","16","a","a",1,2,10
"1517141020496","23","14","20",0,2,10
"1517141020496","37","b","a",0,2,10
"1517141020496","39","2","2",1,2,10
"1517141020496","53","14","3",0,2,10
"1517141020496","59","10","5",0,2,10
"1517141020496","68","68","51",0,2,10
"1517141020496","72","b","d",0,2,10
"1517142424529","1","13","",0,0,15
"1517142424529","2","302","",0,0,15
"1517142424529","3","4","",0,0,15
"1517142424529","4","a,b",",",0,0,15
"1517142424529","5","c","",0,0,15
"1517142424529","6","b","",0,0,15
"1517142424529","7","8","",0,0,15
"1517142424529","8","366","",0,0,15
"1517142424529","9","b","",0,0,15
"1517142424529","10","103","",0,0,15
"1517142424529","11","9","",0,0,15
"1517142424529","12","5","",0,0,15
"1517142424529","13","110","",0,0,15
"1517142424529","14","a","",0,0,15
"1517142424529","15","a","",0,0,15
"1517146363615","1","13","13",1,5,15
"1517146363615","2","302","301",0,5,15
"1517146363615","3","4","4",1,5,15
"1517146363615","4","a,b","a,b",1,5,15
"1517146363615","5","c","c",1,5,15
"1517146363615","6","b","b",1,5,15
"1517146363615","7","8","",0,5,15
"1517146363615","8","366","",0,5,15
"1517146363615","9","b","",0,5,15
"1517146363615","10","103","",0,5,15
"1517146363615","11","9","",0,5,15
"1517146363615","12","5","",0,5,15
"1517146363615","13","110","",0,5,15
"1517146363615","14","a","",0,5,15
"1517146363615","15","a","",0,5,15
"1517152856169","1","13","121",0,1,15
"1517152856169","2","302","31",0,1,15
"1517152856169","3","4","2",0,1,15
"1517152856169","4","a,b","a,b",1,1,15
"1517152856169","5","c","",0,1,15
"1517152856169","6","b","",0,1,15
"1517152856169","7","8","",0,1,15
"1517152856169","8","366","",0,1,15
"1517152856169","9","b","",0,1,15
"1517152856169","10","103","",0,1,15
"1517152856169","11","9","",0,1,15
"1517152856169","12","5","",0,1,15
"1517152856169","13","110","",0,1,15
"1517152856169","14","a","",0,1,15
"1517152856169","15","a","",0,1,15
"1517154657073","1","13","9",0,0,15
"1517154657073","2","302","",0,0,15
"1517154657073","3","4","",0,0,15
"1517154657073","4","a,b",",",0,0,15
"1517154657073","5","c","",0,0,15
"1517154657073","6","b","",0,0,15
"1517154657073","7","8","",0,0,15
"1517154657073","8","366","",0,0,15
"1517154657073","9","b","",0,0,15
"1517154657073","10","103","",0,0,15
"1517154657073","11","9","",0,0,15
"1517154657073","12","5","",0,0,15
"1517154657073","13","110","",0,0,15
"1517154657073","14","a","",0,0,15
"1517154657073","15","a","",0,0,15
"1517155398575","1","13","",0,0,15
"1517155398575","2","302","",0,0,15
"1517155398575","3","4","",0,0,15
"1517155398575","4","a,b",",",0,0,15
"1517155398575","5","c","",0,0,15
"1517155398575","6","b","",0,0,15
"1517155398575","7","8","",0,0,15
"1517155398575","8","366","",0,0,15
"1517155398575","9","b","",0,0,15
"1517155398575","10","103","",0,0,15
"1517155398575","11","9","",0,0,15
"1517155398575","12","5","",0,0,15
"1517155398575","13","110","",0,0,15
"1517155398575","14","a","",0,0,15
"1517155398575","15","a","",0,0,15
"1517160023979","7","8","7",0,0,10
"1517160023979","2","302","",0,0,10
"1517160023979","26","a","",0,0,10
"1517160023979","30","6","",0,0,10
"1517160023979","42","10","",0,0,10
"1517160023979","37","b","",0,0,10
"1517160023979","58","63,31,31,15",",,,",0,0,10
"1517160023979","50","20","",0,0,10
"1517160023979","72","b","",0,0,10
"1517160023979","74","c,d","",0,0,10
"1517160821607","3","4","4",1,1,10
"1517160821607","5","c","b",0,1,10
"1517160821607","28","62","98",0,1,10
"1517160821607","18","17","20",0,1,10
"1517160821607","31","106","11",0,1,10
"1517160821607","37","b","a",0,1,10
"1517160821607","47","7","4",0,1,10
"1517160821607","59","10","1",0,1,10
"1517160821607","67","68","",0,1,10
"1517160821607","64","7","",0,1,10
"1517161050119","1","13","2",0,0,15
"1517161050119","2","302","",0,0,15
"1517161050119","3","4","",0,0,15
"1517161050119","4","a,b",",",0,0,15
"1517161050119","5","c","",0,0,15
"1517161050119","6","b","",0,0,15
"1517161050119","7","8","",0,0,15
"1517161050119","8","366","",0,0,15
"1517161050119","9","b","",0,0,15
"1517161050119","10","103","",0,0,15
"1517161050119","11","9","",0,0,15
"1517161050119","12","5","",0,0,15
"1517161050119","13","110","",0,0,15
"1517161050119","14","a","",0,0,15
"1517161050119","15","a","",0,0,15
"1517164425313","1","13","7",0,3,15
"1517164425313","2","302","3",0,3,15
"1517164425313","3","4","4",1,3,15
"1517164425313","4","a,b","a,a",0,3,15
"1517164425313","5","c","a",0,3,15
"1517164425313","6","b","d",0,3,15
"1517164425313","7","8","15",0,3,15
"1517164425313","8","366","13",0,3,15
"1517164425313","9","b","a",0,3,15
"1517164425313","10","103","101",0,3,15
"1517164425313","11","9","8",0,3,15
"1517164425313","12","5","5",1,3,15
"1517164425313","13","110","99",0,3,15
"1517164425313","14","a","a",1,3,15
"1517164425313","15","a","b",0,3,15
"1517166916609","1","13","40",0,0,15
"1517166916609","2","302","",0,0,15
"1517166916609","3","4","",0,0,15
"1517166916609","4","a,b",",",0,0,15
"1517166916609","5","c","",0,0,15
"1517166916609","6","b","",0,0,15
"1517166916609","7","8","",0,0,15
"1517166916609","8","366","",0,0,15
"1517166916609","9","b","",0,0,15
"1517166916609","10","103","",0,0,15
"1517166916609","11","9","",0,0,15
"1517166916609","12","5","",0,0,15
"1517166916609","13","110","",0,0,15
"1517166916609","14","a","",0,0,15
"1517166916609","15","a","",0,0,15
"1517166934947","1","13","13",1,1,15
"1517166934947","2","302","",0,1,15
"1517166934947","3","4","",0,1,15
"1517166934947","4","a,b",",",0,1,15
"1517166934947","5","c","",0,1,15
"1517166934947","6","b","",0,1,15
"1517166934947","7","8","",0,1,15
"1517166934947","8","366","",0,1,15
"1517166934947","9","b","",0,1,15
"1517166934947","10","103","",0,1,15
"1517166934947","11","9","",0,1,15
"1517166934947","12","5","",0,1,15
"1517166934947","13","110","",0,1,15
"1517166934947","14","a","",0,1,15
"1517166934947","15","a","",0,1,15
"1517166944379","1","13","13",1,1,15
"1517166944379","2","302","",0,1,15
"1517166944379","3","4","",0,1,15
"1517166944379","4","a,b",",",0,1,15
"1517166944379","5","c","",0,1,15
"1517166944379","6","b","",0,1,15
"1517166944379","7","8","",0,1,15
"1517166944379","8","366","",0,1,15
"1517166944379","9","b","",0,1,15
"1517166944379","10","103","",0,1,15
"1517166944379","11","9","",0,1,15
"1517166944379","12","5","",0,1,15
"1517166944379","13","110","",0,1,15
"1517166944379","14","a","",0,1,15
"1517166944379","15","a","",0,1,15
"1517166965668","1","13","13",1,1,15
"1517166965668","2","302","",0,1,15
"1517166965668","3","4","",0,1,15
"1517166965668","4","a,b",",",0,1,15
"1517166965668","5","c","",0,1,15
"1517166965668","6","b","",0,1,15
"1517166965668","7","8","",0,1,15
"1517166965668","8","366","",0,1,15
"1517166965668","9","b","",0,1,15
"1517166965668","10","103","",0,1,15
"1517166965668","11","9","",0,1,15
"1517166965668","12","5","",0,1,15
"1517166965668","13","110","",0,1,15
"1517166965668","14","a","",0,1,15
"1517166965668","15","a","",0,1,15
"1517167035705","1","13","13",1,1,15
"1517167035705","2","302","150",0,1,15
"1517167035705","3","4","",0,1,15
"1517167035705","4","a,b",",",0,1,15
"1517167035705","5","c","",0,1,15
"1517167035705","6","b","",0,1,15
"1517167035705","7","8","",0,1,15
"1517167035705","8","366","",0,1,15
"1517167035705","9","b","",0,1,15
"1517167035705","10","103","",0,1,15
"1517167035705","11","9","",0,1,15
"1517167035705","12","5","",0,1,15
"1517167035705","13","110","",0,1,15
"1517167035705","14","a","",0,1,15
"1517167035705","15","a","",0,1,15
"1517167070833","1","13","13",1,1,15
"1517167070833","2","302","150",0,1,15
"1517167070833","3","4","",0,1,15
"1517167070833","4","a,b",",",0,1,15
"1517167070833","5","c","",0,1,15
"1517167070833","6","b","",0,1,15
"1517167070833","7","8","",0,1,15
"1517167070833","8","366","",0,1,15
"1517167070833","9","b","",0,1,15
"1517167070833","10","103","",0,1,15
"1517167070833","11","9","",0,1,15
"1517167070833","12","5","",0,1,15
"1517167070833","13","110","",0,1,15
"1517167070833","14","a","",0,1,15
"1517167070833","15","a","",0,1,15
"1517167134486","1","13","13",1,2,15
"1517167134486","2","302","150",0,2,15
"1517167134486","3","4","4",1,2,15
"1517167134486","4","a,b",",",0,2,15
"1517167134486","5","c","",0,2,15
"1517167134486","6","b","",0,2,15
"1517167134486","7","8","",0,2,15
"1517167134486","8","366","",0,2,15
"1517167134486","9","b","",0,2,15
"1517167134486","10","103","",0,2,15
"1517167134486","11","9","",0,2,15
"1517167134486","12","5","",0,2,15
"1517167134486","13","110","",0,2,15
"1517167134486","14","a","",0,2,15
"1517167134486","15","a","",0,2,15
"1517167422169","1","13","13",1,3,15
"1517167422169","2","302","150",0,3,15
"1517167422169","3","4","4",1,3,15
"1517167422169","4","a,b","b,b",0,3,15
"1517167422169","5","c","d",0,3,15
"1517167422169","6","b","b",1,3,15
"1517167422169","7","8","13",0,3,15
"1517167422169","8","366","730",0,3,15
"1517167422169","9","b","a",0,3,15
"1517167422169","10","103","",0,3,15
"1517167422169","11","9","",0,3,15
"1517167422169","12","5","",0,3,15
"1517167422169","13","110","",0,3,15
"1517167422169","14","a","",0,3,15
"1517167422169","15","a","",0,3,15
"1517167773163","1","13","13",1,7,15
"1517167773163","2","302","150",0,7,15
"1517167773163","3","4","4",1,7,15
"1517167773163","4","a,b","a,a",0,7,15
"1517167773163","5","c","b",0,7,15
"1517167773163","6","b","b",1,7,15
"1517167773163","7","8","13",0,7,15
"1517167773163","8","366","730",0,7,15
"1517167773163","9","b","b",1,7,15
"1517167773163","10","103","6",0,7,15
"1517167773163","11","9","9",1,7,15
"1517167773163","12","5","5",1,7,15
"1517167773163","13","110","101",0,7,15
"1517167773163","14","a","a",1,7,15
"1517167773163","15","a","c",0,7,15
"1517169902707","1","13","13",1,8,15
"1517169902707","2","302","301",0,8,15
"1517169902707","3","4","4",1,8,15
"1517169902707","4","a,b","b,a",0,8,15
"1517169902707","5","c","c",1,8,15
"1517169902707","6","b","d",0,8,15
"1517169902707","7","8","8",1,8,15
"1517169902707","8","366","366",1,8,15
"1517169902707","9","b","b",1,8,15
"1517169902707","10","103","103",1,8,15
"1517169902707","11","9","9",1,8,15
"1517169902707","12","5","6",0,8,15
"1517169902707","13","110","",0,8,15
"1517169902707","14","a","",0,8,15
"1517169902707","15","a","",0,8,15
"1517171863056","1","13","13",1,1,15
"1517171863056","2","302","",0,1,15
"1517171863056","3","4","",0,1,15
"1517171863056","4","a,b",",",0,1,15
"1517171863056","5","c","",0,1,15
"1517171863056","6","b","",0,1,15
"1517171863056","7","8","",0,1,15
"1517171863056","8","366","",0,1,15
"1517171863056","9","b","",0,1,15
"1517171863056","10","103","",0,1,15
"1517171863056","11","9","",0,1,15
"1517171863056","12","5","",0,1,15
"1517171863056","13","110","",0,1,15
"1517171863056","14","a","",0,1,15
"1517171863056","15","a","",0,1,15
"1517202878639","1","13","13",1,9,15
"1517202878639","2","302","151",0,9,15
"1517202878639","3","4","5",0,9,15
"1517202878639","4","a,b","a,b",1,9,15
"1517202878639","5","c","c",1,9,15
"1517202878639","6","b","b",1,9,15
"1517202878639","7","8","4",0,9,15
"1517202878639","8","366","366",1,9,15
"1517202878639","9","b","b",1,9,15
"1517202878639","10","103","103",1,9,15
"1517202878639","11","9","9",1,9,15
"1517202878639","12","5","6",0,9,15
"1517202878639","13","110","",0,9,15
"1517202878639","14","a","a",1,9,15
"1517202878639","15","a","",0,9,15
"1517205976757","1","13","13",1,1,15
"1517205976757","2","302","",0,1,15
"1517205976757","3","4","",0,1,15
"1517205976757","4","a,b",",",0,1,15
"1517205976757","5","c","",0,1,15
"1517205976757","6","b","",0,1,15
"1517205976757","7","8","",0,1,15
"1517205976757","8","366","",0,1,15
"1517205976757","9","b","",0,1,15
"1517205976757","10","103","",0,1,15
"1517205976757","11","9","",0,1,15
"1517205976757","12","5","",0,1,15
"1517205976757","13","110","",0,1,15
"1517205976757","14","a","",0,1,15
"1517205976757","15","a","",0,1,15
"1517206464986","1","13","13",1,1,15
"1517206464986","2","302","",0,1,15
"1517206464986","3","4","",0,1,15
"1517206464986","4","a,b",",",0,1,15
"1517206464986","5","c","",0,1,15
"1517206464986","6","b","",0,1,15
"1517206464986","7","8","",0,1,15
"1517206464986","8","366","",0,1,15
"1517206464986","9","b","",0,1,15
"1517206464986","10","103","",0,1,15
"1517206464986","11","9","",0,1,15
"1517206464986","12","5","",0,1,15
"1517206464986","13","110","",0,1,15
"1517206464986","14","a","",0,1,15
"1517206464986","15","a","",0,1,15
"1517207207101","1","13","13",1,2,15
"1517207207101","2","302","2",0,2,15
"1517207207101","3","4","4",1,2,15
"1517207207101","4","a,b",",",0,2,15
"1517207207101","5","c","",0,2,15
"1517207207101","6","b","",0,2,15
"1517207207101","7","8","",0,2,15
"1517207207101","8","366","",0,2,15
"1517207207101","9","b","",0,2,15
"1517207207101","10","103","",0,2,15
"1517207207101","11","9","",0,2,15
"1517207207101","12","5","",0,2,15
"1517207207101","13","110","",0,2,15
"1517207207101","14","a","",0,2,15
"1517207207101","15","a","",0,2,15
"1517207254195","1","13","13",1,1,15
"1517207254195","2","302","",0,1,15
"1517207254195","3","4","",0,1,15
"1517207254195","4","a,b",",",0,1,15
"1517207254195","5","c","",0,1,15
"1517207254195","6","b","",0,1,15
"1517207254195","7","8","",0,1,15
"1517207254195","8","366","",0,1,15
"1517207254195","9","b","",0,1,15
"1517207254195","10","103","",0,1,15
"1517207254195","11","9","",0,1,15
"1517207254195","12","5","",0,1,15
"1517207254195","13","110","",0,1,15
"1517207254195","14","a","",0,1,15
"1517207254195","15","a","",0,1,15
"1517214587989","1","13","13",1,1,15
"1517214587989","2","302","",0,1,15
"1517214587989","3","4","",0,1,15
"1517214587989","4","a,b",",",0,1,15
"1517214587989","5","c","",0,1,15
"1517214587989","6","b","",0,1,15
"1517214587989","7","8","",0,1,15
"1517214587989","8","366","",0,1,15
"1517214587989","9","b","",0,1,15
"1517214587989","10","103","",0,1,15
"1517214587989","11","9","",0,1,15
"1517214587989","12","5","",0,1,15
"1517214587989","13","110","",0,1,15
"1517214587989","14","a","",0,1,15
"1517214587989","15","a","",0,1,15
"1517214742337","1","13","13",1,2,15
"1517214742337","2","302","30",0,2,15
"1517214742337","3","4","4",1,2,15
"1517214742337","4","a,b",",",0,2,15
"1517214742337","5","c","",0,2,15
"1517214742337","6","b","",0,2,15
"1517214742337","7","8","",0,2,15
"1517214742337","8","366","",0,2,15
"1517214742337","9","b","",0,2,15
"1517214742337","10","103","",0,2,15
"1517214742337","11","9","",0,2,15
"1517214742337","12","5","",0,2,15
"1517214742337","13","110","",0,2,15
"1517214742337","14","a","",0,2,15
"1517214742337","15","a","",0,2,15
"1517214760826","1","13","13",1,1,15
"1517214760826","2","302","",0,1,15
"1517214760826","3","4","",0,1,15
"1517214760826","4","a,b",",",0,1,15
"1517214760826","5","c","",0,1,15
"1517214760826","6","b","",0,1,15
"1517214760826","7","8","",0,1,15
"1517214760826","8","366","",0,1,15
"1517214760826","9","b","",0,1,15
"1517214760826","10","103","",0,1,15
"1517214760826","11","9","",0,1,15
"1517214760826","12","5","",0,1,15
"1517214760826","13","110","",0,1,15
"1517214760826","14","a","",0,1,15
"1517214760826","15","a","",0,1,15
"1517216620144","1","13","13",1,11,15
"1517216620144","2","302","31",0,11,15
"1517216620144","3","4","4",1,11,15
"1517216620144","4","a,b","a,b",1,11,15
"1517216620144","5","c","c",1,11,15
"1517216620144","6","b","b",1,11,15
"1517216620144","7","8","15",0,11,15
"1517216620144","8","366","356",0,11,15
"1517216620144","9","b","b",1,11,15
"1517216620144","10","103","103",1,11,15
"1517216620144","11","9","9",1,11,15
"1517216620144","12","5","6",0,11,15
"1517216620144","13","110","110",1,11,15
"1517216620144","14","a","a",1,11,15
"1517216620144","15","a","a",1,11,15
"1517217742680","9","b","b",1,1,10
"1517217742680","15","a","",0,1,10
"1517217742680","25","29","",0,1,10
"1517217742680","17","b","",0,1,10
"1517217742680","41","11","",0,1,10
"1517217742680","44","10,945",",",0,1,10
"1517217742680","49","19","",0,1,10
"1517217742680","53","14","",0,1,10
"1517217742680","73","240","",0,1,10
"1517217742680","70","17","",0,1,10
"1517219149161","1","13","13",1,1,15
"1517219149161","2","302","",0,1,15
"1517219149161","3","4","",0,1,15
"1517219149161","4","a,b",",",0,1,15
"1517219149161","5","c","",0,1,15
"1517219149161","6","b","",0,1,15
"1517219149161","7","8","",0,1,15
"1517219149161","8","366","",0,1,15
"1517219149161","9","b","",0,1,15
"1517219149161","10","103","",0,1,15
"1517219149161","11","9","",0,1,15
"1517219149161","12","5","",0,1,15
"1517219149161","13","110","",0,1,15
"1517219149161","14","a","",0,1,15
"1517219149161","15","a","",0,1,15
"1517219468560","46","16","16",1,1,15
"1517219468560","47","7","",0,1,15
"1517219468560","48","41","",0,1,15
"1517219468560","49","19","",0,1,15
"1517219468560","50","20","",0,1,15
"1517219468560","51","21","",0,1,15
"1517219468560","52","22","",0,1,15
"1517219468560","53","14","",0,1,15
"1517219468560","54","13","",0,1,15
"1517219468560","55","c","",0,1,15
"1517219468560","56","2,3",",",0,1,15
"1517219468560","57","b","",0,1,15
"1517219468560","58","63,31,31,15",",,,",0,1,15
"1517219468560","59","10","",0,1,15
"1517219468560","60","16","",0,1,15
"1517219794218","46","16","16",1,1,15
"1517219794218","47","7","",0,1,15
"1517219794218","48","41","",0,1,15
"1517219794218","49","19","",0,1,15
"1517219794218","50","20","16",0,1,15
"1517219794218","51","21","",0,1,15
"1517219794218","52","22","",0,1,15
"1517219794218","53","14","",0,1,15
"1517219794218","54","13","",0,1,15
"1517219794218","55","c","",0,1,15
"1517219794218","56","2,3",",",0,1,15
"1517219794218","57","b","",0,1,15
"1517219794218","58","63,31,31,15",",,,",0,1,15
"1517219794218","59","10","",0,1,15
"1517219794218","60","16","",0,1,15
"1517222289289","1","13","13",1,9,15
"1517222289289","2","302","301",0,9,15
"1517222289289","3","4","4",1,9,15
"1517222289289","4","a,b","b,b",0,9,15
"1517222289289","5","c","c",1,9,15
"1517222289289","6","b","b",1,9,15
"1517222289289","7","8","5",0,9,15
"1517222289289","8","366","366",1,9,15
"1517222289289","9","b","b",1,9,15
"1517222289289","10","103","103",1,9,15
"1517222289289","11","9","9",1,9,15
"1517222289289","12","5","6",0,9,15
"1517222289289","13","110","510",0,9,15
"1517222289289","14","a","b",0,9,15
"1517222289289","15","a","a",1,9,15
"1517222982606","1","13","13",1,9,15
"1517222982606","2","302","301",0,9,15
"1517222982606","3","4","4",1,9,15
"1517222982606","4","a,b","a,a",0,9,15
"1517222982606","5","c","c",1,9,15
"1517222982606","6","b","b",1,9,15
"1517222982606","7","8","15",0,9,15
"1517222982606","8","366","366",1,9,15
"1517222982606","9","b","b",1,9,15
"1517222982606","10","103","103",1,9,15
"1517222982606","11","9","9",1,9,15
"1517222982606","12","5","2",0,9,15
"1517222982606","13","110","101",0,9,15
"1517222982606","14","a","a",1,9,15
"1517222982606","15","a","c",0,9,15
"1517223565049","1","13","13",1,1,15
"1517223565049","2","302","",0,1,15
"1517223565049","3","4","",0,1,15
"1517223565049","4","a,b",",",0,1,15
"1517223565049","5","c","",0,1,15
"1517223565049","6","b","",0,1,15
"1517223565049","7","8","",0,1,15
"1517223565049","8","366","",0,1,15
"1517223565049","9","b","",0,1,15
"1517223565049","10","103","",0,1,15
"1517223565049","11","9","",0,1,15
"1517223565049","12","5","",0,1,15
"1517223565049","13","110","",0,1,15
"1517223565049","14","a","",0,1,15
"1517223565049","15","a","",0,1,15
"1517223578523","1","13","13",1,1,15
"1517223578523","2","302","",0,1,15
"1517223578523","3","4","",0,1,15
"1517223578523","4","a,b",",",0,1,15
"1517223578523","5","c","",0,1,15
"1517223578523","6","b","",0,1,15
"1517223578523","7","8","",0,1,15
"1517223578523","8","366","",0,1,15
"1517223578523","9","b","",0,1,15
"1517223578523","10","103","",0,1,15
"1517223578523","11","9","",0,1,15
"1517223578523","12","5","",0,1,15
"1517223578523","13","110","",0,1,15
"1517223578523","14","a","",0,1,15
"1517223578523","15","a","",0,1,15
"1517223754364","1","13","13",1,1,15
"1517223754364","2","302","150",0,1,15
"1517223754364","3","4","",0,1,15
"1517223754364","4","a,b",",",0,1,15
"1517223754364","5","c","",0,1,15
"1517223754364","6","b","",0,1,15
"1517223754364","7","8","",0,1,15
"1517223754364","8","366","",0,1,15
"1517223754364","9","b","",0,1,15
"1517223754364","10","103","",0,1,15
"1517223754364","11","9","",0,1,15
"1517223754364","12","5","",0,1,15
"1517223754364","13","110","",0,1,15
